ID,PUNTUACION_ACCESIBILIDAD,PUNTUACION_CALIDAD,COMENTARIOS,AREA_RECREATIVA_ID,FECHA
3012,2,3,ACEPTABLE,17138,2021-02-26T00:00:00
3013,3,4,MUY BUENO,17522,2022-02-20T00:00:00
3014,1,2,REGULAR,5653905,2021-08-01T00:00:00
3015,1,2,REGULAR,18492,2023-10-26T00:00:00
3016,4,4,EXCELENTE,17776,2023-11-06T00:00:00
3017,1,2,REGULAR,17556,2021-04-18T00:00:00
3018,1,1,DEFICIENTE,16884,2023-03-28T00:00:00
3019,4,3,MUY BUENO,17587,2021-01-16T00:00:00
3020,2,3,ACEPTABLE,52162,2021-02-19T00:00:00
3021,1,1,DEFICIENTE,18508,2023-09-01T00:00:00
3022,5,5,EXCELENTE,16717,2022-06-10T00:00:00
3023,5,5,EXCELENTE,18591,2023-04-20T00:00:00
3024,1,2,REGULAR,5237126,2021-08-01T00:00:00
3025,1,2,REGULAR,17466,2022-08-27T00:00:00
3026,3,3,MUY BUENO,17966,2021-02-12T00:00:00
3027,4,3,MUY BUENO,16873,2021-04-23T00:00:00
3028,2,2,ACEPTABLE,17329,2023-01-23T00:00:00
3029,5,5,EXCELENTE,17625,2022-11-30T00:00:00
3030,1,1,DEFICIENTE,16906,2021-06-11T00:00:00
3031,1,2,REGULAR,3568169,2022-09-29T00:00:00
3032,5,5,EXCELENTE,18111,2021-10-17T00:00:00
3033,4,5,EXCELENTE,18320,2023-11-01T00:00:00
3034,5,4,EXCELENTE,8909088,2023-05-27T00:00:00
3035,1,2,REGULAR,18170,2023-11-02T00:00:00
3036,1,2,REGULAR,7537965,2022-04-28T00:00:00
3037,5,5,EXCELENTE,17764,2022-05-30T00:00:00
3038,1,2,REGULAR,18328,2022-12-19T00:00:00
3039,3,3,MUY BUENO,16883,2023-01-05T00:00:00
3040,4,3,MUY BUENO,16701,2022-08-16T00:00:00
3041,4,5,EXCELENTE,16777,2021-05-30T00:00:00
3042,1,1,DEFICIENTE,17002,2023-05-23T00:00:00
3043,4,5,EXCELENTE,7403980,2023-08-28T00:00:00
3044,3,2,ACEPTABLE,17303,2022-12-30T00:00:00
3045,3,2,ACEPTABLE,17297,2022-06-22T00:00:00
3046,5,4,EXCELENTE,18055,2021-06-02T00:00:00
3047,3,2,ACEPTABLE,17842,2023-06-05T00:00:00
3048,3,4,MUY BUENO,18451,2021-09-11T00:00:00
3049,1,2,REGULAR,16865,2022-08-03T00:00:00
3050,5,5,EXCELENTE,17321,2021-11-23T00:00:00
3051,3,2,ACEPTABLE,17608,2023-03-02T00:00:00
3052,5,4,EXCELENTE,5219515,2023-06-01T00:00:00
3053,1,2,REGULAR,17785,2023-11-25T00:00:00
3054,2,1,REGULAR,17687,2023-06-06T00:00:00
3055,1,2,REGULAR,4749894,2022-08-07T00:00:00
3056,1,2,REGULAR,18003,2021-08-01T00:00:00
3057,1,1,DEFICIENTE,17165,2022-04-27T00:00:00
3058,4,5,EXCELENTE,17194,2023-06-09T00:00:00
3059,1,2,REGULAR,16750,2022-10-15T00:00:00
3060,5,5,EXCELENTE,52135,2021-01-01T00:00:00
3061,4,5,EXCELENTE,17294,2022-08-16T00:00:00
3062,2,1,REGULAR,17419,2021-10-09T00:00:00
3063,1,1,DEFICIENTE,17846,2023-04-23T00:00:00
3064,3,2,ACEPTABLE,18590,2021-03-10T00:00:00
3065,1,1,DEFICIENTE,17815,2023-03-07T00:00:00
3066,5,5,EXCELENTE,18466,2021-07-24T00:00:00
3067,4,4,EXCELENTE,6843085,2021-04-18T00:00:00
3068,2,2,ACEPTABLE,17935,2022-05-11T00:00:00
3069,2,2,ACEPTABLE,17433,2023-09-05T00:00:00
3070,4,4,EXCELENTE,17904,2022-03-14T00:00:00
3071,1,1,DEFICIENTE,9503906,2023-12-29T00:00:00
3072,1,1,DEFICIENTE,17049,2022-05-09T00:00:00
3073,5,5,EXCELENTE,17053,2021-02-01T00:00:00
3074,1,2,REGULAR,7165658,2022-12-08T00:00:00
3075,1,1,DEFICIENTE,52131,2023-06-23T00:00:00
3076,4,3,MUY BUENO,52161,2021-08-21T00:00:00
3077,1,1,DEFICIENTE,16960,2021-01-19T00:00:00
3078,5,4,EXCELENTE,18037,2022-03-05T00:00:00
3079,2,1,REGULAR,18527,2022-12-06T00:00:00
3080,3,3,MUY BUENO,17611,2023-11-24T00:00:00
3081,1,2,REGULAR,18092,2023-05-31T00:00:00
3082,4,4,EXCELENTE,17655,2022-02-28T00:00:00
3083,2,3,ACEPTABLE,17835,2022-06-20T00:00:00
3084,1,1,DEFICIENTE,17550,2022-02-14T00:00:00
3085,1,2,REGULAR,17064,2021-08-23T00:00:00
3086,4,5,EXCELENTE,8776081,2023-02-04T00:00:00
3087,2,1,REGULAR,17624,2023-02-27T00:00:00
3088,5,5,EXCELENTE,16698,2022-10-03T00:00:00
3089,3,3,MUY BUENO,17105,2023-09-12T00:00:00
3090,5,5,EXCELENTE,17606,2022-04-06T00:00:00
3091,1,1,DEFICIENTE,18056,2023-08-01T00:00:00
3092,1,1,DEFICIENTE,17296,2021-06-30T00:00:00
3093,4,3,MUY BUENO,17054,2023-09-01T00:00:00
3094,1,1,DEFICIENTE,17642,2023-01-02T00:00:00
3095,1,1,DEFICIENTE,5240310,2022-05-13T00:00:00
3096,2,2,ACEPTABLE,17864,2021-03-01T00:00:00
3097,5,5,EXCELENTE,18322,2023-02-10T00:00:00
3098,1,1,DEFICIENTE,17203,2022-03-26T00:00:00
3099,2,3,ACEPTABLE,5237120,2023-04-11T00:00:00
3100,1,1,DEFICIENTE,5178801,2022-07-19T00:00:00
3101,2,2,ACEPTABLE,17535,2021-10-14T00:00:00
3102,2,1,REGULAR,17928,2022-07-20T00:00:00
3103,3,3,MUY BUENO,17133,2022-05-14T00:00:00
3104,3,2,ACEPTABLE,17600,2021-08-05T00:00:00
3105,2,3,ACEPTABLE,18022,2021-06-21T00:00:00
3106,1,2,REGULAR,17433,2023-04-20T00:00:00
3107,5,5,EXCELENTE,17755,2021-06-01T00:00:00
3108,2,3,ACEPTABLE,52040,2023-02-24T00:00:00
3109,4,3,MUY BUENO,5003366,2023-07-10T00:00:00
3110,4,5,EXCELENTE,3569191,2022-02-04T00:00:00
3111,4,5,EXCELENTE,17428,2022-09-11T00:00:00
3112,5,5,EXCELENTE,16790,2021-01-22T00:00:00
3113,3,3,MUY BUENO,17367,2021-01-02T00:00:00
3114,2,3,ACEPTABLE,17806,2022-04-09T00:00:00
3115,2,3,ACEPTABLE,451521,2021-09-04T00:00:00
3116,5,4,EXCELENTE,17871,2021-12-14T00:00:00
3117,1,1,DEFICIENTE,17588,2021-04-26T00:00:00
3118,3,4,MUY BUENO,52152,2023-11-02T00:00:00
3119,3,3,MUY BUENO,16842,2021-01-11T00:00:00
3120,2,1,REGULAR,17848,2021-07-19T00:00:00
3121,3,3,MUY BUENO,17943,2022-05-25T00:00:00
3122,1,1,DEFICIENTE,18244,2021-05-14T00:00:00
3123,3,4,MUY BUENO,9293991,2022-10-13T00:00:00
3124,4,3,MUY BUENO,18232,2023-05-19T00:00:00
3125,3,2,ACEPTABLE,4749896,2021-02-04T00:00:00
3126,5,4,EXCELENTE,18085,2022-10-29T00:00:00
3127,5,5,EXCELENTE,16675,2023-12-29T00:00:00
3128,4,5,EXCELENTE,17603,2021-05-26T00:00:00
3129,2,2,ACEPTABLE,17622,2022-02-02T00:00:00
3130,5,4,EXCELENTE,52229,2023-08-06T00:00:00
3131,3,3,MUY BUENO,17294,2022-10-25T00:00:00
3132,3,2,ACEPTABLE,17014,2022-05-16T00:00:00
3133,2,2,ACEPTABLE,18366,2021-07-30T00:00:00
3134,4,4,EXCELENTE,17245,2021-04-18T00:00:00
3135,1,1,DEFICIENTE,17938,2022-06-30T00:00:00
3136,4,4,EXCELENTE,7603212,2023-01-28T00:00:00
3137,3,3,MUY BUENO,7602250,2022-02-10T00:00:00
3138,1,2,REGULAR,7862436,2021-03-16T00:00:00
3139,5,5,EXCELENTE,17420,2023-06-24T00:00:00
3140,3,2,ACEPTABLE,5213820,2022-09-30T00:00:00
3141,2,2,ACEPTABLE,17172,2022-02-16T00:00:00
3142,2,1,REGULAR,18639,2022-12-21T00:00:00
3143,4,3,MUY BUENO,18009,2023-01-13T00:00:00
3144,5,5,EXCELENTE,3573208,2021-11-23T00:00:00
3145,2,1,REGULAR,17425,2021-07-05T00:00:00
3146,4,3,MUY BUENO,17518,2021-05-16T00:00:00
3147,3,2,ACEPTABLE,17801,2023-01-16T00:00:00
3148,4,5,EXCELENTE,5241176,2021-11-13T00:00:00
3149,3,4,MUY BUENO,17186,2021-12-14T00:00:00
3150,1,1,DEFICIENTE,17710,2022-05-30T00:00:00
3151,2,1,REGULAR,3991299,2022-09-12T00:00:00
3152,5,5,EXCELENTE,18008,2021-09-15T00:00:00
3153,2,2,ACEPTABLE,17059,2022-10-01T00:00:00
3154,1,2,REGULAR,16908,2021-02-05T00:00:00
3155,2,2,ACEPTABLE,18431,2023-08-23T00:00:00
3156,3,3,MUY BUENO,17554,2021-03-15T00:00:00
3157,3,4,MUY BUENO,17677,2022-06-18T00:00:00
3158,4,4,EXCELENTE,18378,2021-06-20T00:00:00
3159,1,2,REGULAR,17371,2021-09-04T00:00:00
3160,5,5,EXCELENTE,17492,2021-11-26T00:00:00
3161,1,1,DEFICIENTE,18214,2023-11-08T00:00:00
3162,5,4,EXCELENTE,17164,2022-11-24T00:00:00
3163,1,1,DEFICIENTE,52056,2023-02-11T00:00:00
3164,3,2,ACEPTABLE,17060,2022-08-28T00:00:00
3165,5,5,EXCELENTE,17955,2023-08-26T00:00:00
3166,4,3,MUY BUENO,4749887,2023-07-29T00:00:00
3167,5,5,EXCELENTE,18610,2022-10-24T00:00:00
3168,1,1,DEFICIENTE,17953,2023-04-08T00:00:00
3169,2,3,ACEPTABLE,18403,2022-01-30T00:00:00
3170,3,2,ACEPTABLE,17429,2023-11-03T00:00:00
3171,5,4,EXCELENTE,5240110,2023-09-06T00:00:00
3172,3,3,MUY BUENO,17552,2023-10-14T00:00:00
3173,5,5,EXCELENTE,18599,2022-09-28T00:00:00
3174,5,5,EXCELENTE,8799638,2021-02-25T00:00:00
3175,2,1,REGULAR,17544,2021-07-28T00:00:00
3176,2,3,ACEPTABLE,18361,2021-08-13T00:00:00
3177,1,2,REGULAR,17630,2022-06-03T00:00:00
3178,5,5,EXCELENTE,5178865,2022-07-16T00:00:00
3179,3,3,MUY BUENO,16739,2021-10-27T00:00:00
3180,4,4,EXCELENTE,18280,2022-08-05T00:00:00
3181,2,3,ACEPTABLE,7933003,2022-10-25T00:00:00
3182,5,5,EXCELENTE,17699,2023-04-10T00:00:00
3183,4,5,EXCELENTE,17727,2022-10-11T00:00:00
3184,2,1,REGULAR,17675,2022-11-27T00:00:00
3185,3,2,ACEPTABLE,16770,2021-06-05T00:00:00
3186,2,3,ACEPTABLE,16969,2023-10-04T00:00:00
3187,4,3,MUY BUENO,17606,2021-01-16T00:00:00
3188,1,1,DEFICIENTE,17832,2021-03-29T00:00:00
3189,4,4,EXCELENTE,4988362,2022-07-11T00:00:00
3190,2,2,ACEPTABLE,17515,2023-12-11T00:00:00
3191,2,2,ACEPTABLE,16924,2022-05-25T00:00:00
3192,3,4,MUY BUENO,17161,2022-05-13T00:00:00
3193,4,4,EXCELENTE,9243145,2022-06-06T00:00:00
3194,1,1,DEFICIENTE,17697,2021-06-05T00:00:00
3195,2,2,ACEPTABLE,52101,2021-03-29T00:00:00
3196,4,4,EXCELENTE,16780,2022-04-24T00:00:00
3197,1,2,REGULAR,17908,2023-08-29T00:00:00
3198,2,1,REGULAR,18253,2021-11-30T00:00:00
3199,2,2,ACEPTABLE,17871,2023-04-13T00:00:00
3200,1,1,DEFICIENTE,17316,2021-11-07T00:00:00
3201,1,2,REGULAR,17190,2021-08-20T00:00:00
3202,4,3,MUY BUENO,5240324,2021-11-12T00:00:00
3203,1,2,REGULAR,18224,2023-12-02T00:00:00
3204,5,5,EXCELENTE,16998,2023-02-15T00:00:00
3205,1,1,DEFICIENTE,17780,2021-08-28T00:00:00
3206,5,5,EXCELENTE,17967,2023-05-08T00:00:00
3207,1,1,DEFICIENTE,9272789,2022-05-11T00:00:00
3208,3,3,MUY BUENO,18327,2023-04-20T00:00:00
3209,2,3,ACEPTABLE,17582,2022-12-28T00:00:00
3210,5,5,EXCELENTE,16930,2021-04-07T00:00:00
3211,3,2,ACEPTABLE,17523,2021-10-28T00:00:00
3212,1,2,REGULAR,52212,2021-12-17T00:00:00
3213,1,1,DEFICIENTE,6909670,2023-10-10T00:00:00
3214,1,2,REGULAR,18574,2021-12-25T00:00:00
3215,2,3,ACEPTABLE,17758,2022-07-15T00:00:00
3216,5,5,EXCELENTE,17773,2021-11-24T00:00:00
3217,3,2,ACEPTABLE,18451,2022-04-11T00:00:00
3218,1,1,DEFICIENTE,18531,2023-06-28T00:00:00
3219,2,3,ACEPTABLE,18063,2022-08-02T00:00:00
3220,2,3,ACEPTABLE,5261893,2021-05-15T00:00:00
3221,1,1,DEFICIENTE,17360,2023-05-05T00:00:00
3222,3,2,ACEPTABLE,17495,2021-05-08T00:00:00
3223,2,2,ACEPTABLE,18383,2023-04-01T00:00:00
3224,2,3,ACEPTABLE,17649,2023-03-11T00:00:00
3225,5,5,EXCELENTE,17985,2021-02-09T00:00:00
3226,4,3,MUY BUENO,17633,2023-02-20T00:00:00
3227,5,5,EXCELENTE,52079,2021-09-05T00:00:00
3228,1,1,DEFICIENTE,17067,2021-05-02T00:00:00
3229,5,4,EXCELENTE,9046351,2023-01-19T00:00:00
3230,2,2,ACEPTABLE,17683,2022-04-09T00:00:00
3231,4,4,EXCELENTE,17296,2021-07-18T00:00:00
3232,1,1,DEFICIENTE,7902175,2021-10-21T00:00:00
3233,1,2,REGULAR,16729,2022-10-03T00:00:00
3234,2,1,REGULAR,17349,2021-01-09T00:00:00
3235,4,5,EXCELENTE,16977,2023-04-07T00:00:00
3236,3,4,MUY BUENO,3573331,2021-09-05T00:00:00
3237,4,5,EXCELENTE,461265,2021-03-24T00:00:00
3238,3,4,MUY BUENO,18504,2023-01-22T00:00:00
3239,5,5,EXCELENTE,17853,2023-11-05T00:00:00
3240,4,3,MUY BUENO,18432,2023-09-23T00:00:00
3241,2,3,ACEPTABLE,4749890,2022-01-11T00:00:00
3242,3,3,MUY BUENO,6819612,2023-08-24T00:00:00
3243,3,4,MUY BUENO,17993,2023-11-29T00:00:00
3244,4,4,EXCELENTE,5237123,2021-05-23T00:00:00
3245,3,2,ACEPTABLE,17551,2022-07-11T00:00:00
3246,1,2,REGULAR,18076,2021-04-15T00:00:00
3247,2,3,ACEPTABLE,18086,2023-08-17T00:00:00
3248,2,1,REGULAR,18448,2023-12-16T00:00:00
3249,3,3,MUY BUENO,17180,2021-10-10T00:00:00
3250,5,4,EXCELENTE,18069,2023-10-20T00:00:00
3251,1,1,DEFICIENTE,7177654,2023-04-15T00:00:00
3252,4,5,EXCELENTE,18325,2021-09-08T00:00:00
3253,2,1,REGULAR,3573058,2022-06-10T00:00:00
3254,1,2,REGULAR,3573056,2022-08-19T00:00:00
3255,5,4,EXCELENTE,16990,2023-11-10T00:00:00
3256,2,3,ACEPTABLE,17488,2023-03-28T00:00:00
3257,5,5,EXCELENTE,52195,2022-10-01T00:00:00
3258,2,2,ACEPTABLE,18183,2022-09-17T00:00:00
3259,2,1,REGULAR,4990656,2021-02-28T00:00:00
3260,1,1,DEFICIENTE,18590,2021-06-29T00:00:00
3261,4,3,MUY BUENO,17344,2022-09-18T00:00:00
3262,3,3,MUY BUENO,52101,2023-07-31T00:00:00
3263,1,2,REGULAR,7761231,2021-12-08T00:00:00
3264,4,3,MUY BUENO,17525,2021-09-19T00:00:00
3265,2,2,ACEPTABLE,52196,2023-06-11T00:00:00
3266,5,4,EXCELENTE,18321,2022-08-11T00:00:00
3267,4,3,MUY BUENO,18049,2021-05-11T00:00:00
3268,2,2,ACEPTABLE,18467,2023-01-09T00:00:00
3269,4,3,MUY BUENO,17407,2021-01-14T00:00:00
3270,5,5,EXCELENTE,18466,2021-10-10T00:00:00
3271,5,5,EXCELENTE,5653727,2023-05-03T00:00:00
3272,4,4,EXCELENTE,17385,2021-02-07T00:00:00
3273,1,2,REGULAR,17039,2021-02-17T00:00:00
3274,5,4,EXCELENTE,17042,2021-12-30T00:00:00
3275,3,3,MUY BUENO,18181,2022-04-02T00:00:00
3276,4,5,EXCELENTE,18070,2023-06-03T00:00:00
3277,1,1,DEFICIENTE,16710,2021-10-17T00:00:00
3278,3,4,MUY BUENO,52078,2021-10-07T00:00:00
3279,3,4,MUY BUENO,17363,2021-04-24T00:00:00
3280,1,1,DEFICIENTE,17461,2022-05-14T00:00:00
3281,3,2,ACEPTABLE,16872,2022-11-21T00:00:00
3282,2,3,ACEPTABLE,17360,2023-03-07T00:00:00
3283,5,5,EXCELENTE,3573050,2023-07-04T00:00:00
3284,1,2,REGULAR,17602,2023-08-07T00:00:00
3285,4,3,MUY BUENO,17064,2021-09-19T00:00:00
3286,1,2,REGULAR,18143,2021-08-21T00:00:00
3287,5,5,EXCELENTE,5213831,2021-05-17T00:00:00
3288,2,3,ACEPTABLE,4731656,2021-05-17T00:00:00
3289,1,1,DEFICIENTE,18520,2023-12-31T00:00:00
3290,1,1,DEFICIENTE,5178801,2023-08-20T00:00:00
3291,2,1,REGULAR,52107,2022-08-13T00:00:00
3292,2,1,REGULAR,18230,2023-09-28T00:00:00
3293,5,5,EXCELENTE,18315,2023-10-06T00:00:00
3294,4,4,EXCELENTE,17409,2021-09-29T00:00:00
3295,5,5,EXCELENTE,18213,2023-03-20T00:00:00
3296,3,4,MUY BUENO,5237126,2023-02-07T00:00:00
3297,3,3,MUY BUENO,16663,2021-07-05T00:00:00
3298,2,3,ACEPTABLE,18147,2022-12-29T00:00:00
3299,1,2,REGULAR,18202,2023-01-15T00:00:00
3300,4,5,EXCELENTE,18418,2021-01-25T00:00:00
3301,2,1,REGULAR,18262,2023-02-24T00:00:00
3302,3,2,ACEPTABLE,17486,2022-11-30T00:00:00
3303,5,5,EXCELENTE,18340,2022-09-01T00:00:00
3304,5,5,EXCELENTE,4989404,2023-12-27T00:00:00
3305,3,2,ACEPTABLE,16726,2021-11-07T00:00:00
3306,2,3,ACEPTABLE,7886327,2023-01-16T00:00:00
3307,5,5,EXCELENTE,16716,2023-11-12T00:00:00
3308,4,3,MUY BUENO,7861595,2021-07-23T00:00:00
3309,1,2,REGULAR,16881,2022-03-11T00:00:00
3310,2,2,ACEPTABLE,8786012,2023-10-12T00:00:00
3311,5,4,EXCELENTE,18348,2021-04-27T00:00:00
3312,2,1,REGULAR,17484,2023-06-23T00:00:00
3313,4,5,EXCELENTE,17939,2023-08-08T00:00:00
3314,1,1,DEFICIENTE,16713,2023-07-27T00:00:00
3315,5,5,EXCELENTE,17440,2023-03-06T00:00:00
3316,2,3,ACEPTABLE,17785,2021-10-07T00:00:00
3317,1,1,DEFICIENTE,52120,2022-03-01T00:00:00
3318,3,4,MUY BUENO,18266,2021-09-07T00:00:00
3319,5,4,EXCELENTE,52155,2022-08-10T00:00:00
3320,3,3,MUY BUENO,17924,2023-06-29T00:00:00
3321,2,2,ACEPTABLE,17389,2022-09-17T00:00:00
3322,3,4,MUY BUENO,18009,2022-04-12T00:00:00
3323,1,1,DEFICIENTE,17019,2021-01-16T00:00:00
3324,2,3,ACEPTABLE,17434,2023-06-26T00:00:00
3325,1,1,DEFICIENTE,18266,2022-09-12T00:00:00
3326,2,2,ACEPTABLE,5654006,2023-08-03T00:00:00
3327,2,1,REGULAR,7403983,2022-03-29T00:00:00
3328,5,5,EXCELENTE,5219928,2022-09-14T00:00:00
3329,1,1,DEFICIENTE,17822,2023-12-10T00:00:00
3330,3,3,MUY BUENO,18191,2021-10-07T00:00:00
3331,3,4,MUY BUENO,16776,2021-11-22T00:00:00
3332,2,2,ACEPTABLE,17685,2023-01-30T00:00:00
3333,1,1,DEFICIENTE,5133174,2023-01-06T00:00:00
3334,3,4,MUY BUENO,17501,2021-04-05T00:00:00
3335,2,3,ACEPTABLE,16975,2021-04-03T00:00:00
3336,1,1,DEFICIENTE,18304,2022-12-13T00:00:00
3337,3,2,ACEPTABLE,17160,2023-09-08T00:00:00
3338,5,5,EXCELENTE,7280560,2022-09-27T00:00:00
3339,5,5,EXCELENTE,18607,2021-07-03T00:00:00
3340,1,2,REGULAR,16780,2022-04-11T00:00:00
3341,2,2,ACEPTABLE,17403,2023-08-30T00:00:00
3342,1,1,DEFICIENTE,17997,2021-09-05T00:00:00
3343,1,2,REGULAR,18292,2021-12-29T00:00:00
3344,2,2,ACEPTABLE,18164,2022-05-16T00:00:00
3345,3,3,MUY BUENO,17528,2022-02-03T00:00:00
3346,5,4,EXCELENTE,5246197,2022-11-28T00:00:00
3347,1,1,DEFICIENTE,16972,2022-04-15T00:00:00
3348,3,4,MUY BUENO,52229,2022-11-26T00:00:00
3349,1,2,REGULAR,3611795,2021-12-01T00:00:00
3350,3,2,ACEPTABLE,18049,2021-10-24T00:00:00
3351,3,4,MUY BUENO,17386,2021-04-30T00:00:00
3352,3,2,ACEPTABLE,18611,2022-09-01T00:00:00
3353,3,3,MUY BUENO,17938,2022-12-10T00:00:00
3354,2,1,REGULAR,5237110,2022-12-14T00:00:00
3355,2,2,ACEPTABLE,5653984,2021-01-09T00:00:00
3356,5,5,EXCELENTE,18077,2023-10-12T00:00:00
3357,3,4,MUY BUENO,17054,2022-06-22T00:00:00
3358,5,5,EXCELENTE,8799601,2021-03-24T00:00:00
3359,2,3,ACEPTABLE,3962084,2023-09-14T00:00:00
3360,4,5,EXCELENTE,18329,2021-09-19T00:00:00
3361,5,5,EXCELENTE,18274,2022-07-05T00:00:00
3362,2,2,ACEPTABLE,17555,2021-08-13T00:00:00
3363,2,1,REGULAR,16872,2021-07-21T00:00:00
3364,5,5,EXCELENTE,18186,2021-07-11T00:00:00
3365,2,3,ACEPTABLE,17738,2021-07-20T00:00:00
3366,2,2,ACEPTABLE,8799552,2021-06-16T00:00:00
3367,2,1,REGULAR,52231,2023-01-09T00:00:00
3368,2,2,ACEPTABLE,18281,2021-12-22T00:00:00
3369,5,5,EXCELENTE,17022,2023-10-23T00:00:00
3370,5,5,EXCELENTE,52214,2023-01-01T00:00:00
3371,4,4,EXCELENTE,17614,2021-05-29T00:00:00
3372,2,2,ACEPTABLE,17677,2022-02-23T00:00:00
3373,3,4,MUY BUENO,5241177,2023-01-04T00:00:00
3374,2,2,ACEPTABLE,16664,2023-03-24T00:00:00
3375,3,4,MUY BUENO,18232,2021-07-20T00:00:00
3376,1,1,DEFICIENTE,18555,2021-06-09T00:00:00
3377,3,3,MUY BUENO,17336,2022-05-13T00:00:00
3378,5,5,EXCELENTE,3573018,2022-10-27T00:00:00
3379,4,4,EXCELENTE,18452,2022-01-06T00:00:00
3380,3,3,MUY BUENO,16733,2022-12-22T00:00:00
3381,5,4,EXCELENTE,18006,2023-05-02T00:00:00
3382,2,1,REGULAR,9179375,2023-11-04T00:00:00
3383,1,1,DEFICIENTE,52058,2022-09-05T00:00:00
3384,5,5,EXCELENTE,18414,2023-05-19T00:00:00
3385,1,1,DEFICIENTE,52103,2021-07-17T00:00:00
3386,4,5,EXCELENTE,18354,2023-07-19T00:00:00
3387,1,1,DEFICIENTE,16918,2023-05-13T00:00:00
3388,4,3,MUY BUENO,3573055,2022-09-20T00:00:00
3389,1,2,REGULAR,17158,2022-11-11T00:00:00
3390,1,1,DEFICIENTE,16921,2021-03-18T00:00:00
3391,4,4,EXCELENTE,17521,2023-10-22T00:00:00
3392,1,1,DEFICIENTE,4749897,2021-01-28T00:00:00
3393,1,1,DEFICIENTE,18329,2023-07-07T00:00:00
3394,2,2,ACEPTABLE,9272789,2021-12-10T00:00:00
3395,1,1,DEFICIENTE,17164,2022-12-06T00:00:00
3396,4,4,EXCELENTE,18574,2023-02-11T00:00:00
3397,2,2,ACEPTABLE,18440,2023-10-22T00:00:00
3398,5,5,EXCELENTE,18012,2021-06-24T00:00:00
3399,2,2,ACEPTABLE,17530,2021-09-07T00:00:00
3400,4,3,MUY BUENO,17980,2022-04-19T00:00:00
3401,3,2,ACEPTABLE,17884,2021-05-12T00:00:00
3402,3,3,MUY BUENO,5246193,2022-04-21T00:00:00
3403,4,4,EXCELENTE,17537,2022-12-21T00:00:00
3404,2,3,ACEPTABLE,18111,2021-10-07T00:00:00
3405,5,4,EXCELENTE,18316,2022-12-04T00:00:00
3406,4,4,EXCELENTE,16877,2022-06-25T00:00:00
3407,1,1,DEFICIENTE,4737855,2021-08-21T00:00:00
3408,2,3,ACEPTABLE,17336,2021-09-02T00:00:00
3409,5,5,EXCELENTE,5653901,2023-08-21T00:00:00
3410,3,4,MUY BUENO,17265,2023-03-03T00:00:00
3411,3,2,ACEPTABLE,6819620,2023-04-05T00:00:00
3412,3,3,MUY BUENO,17039,2023-01-30T00:00:00
3413,1,1,DEFICIENTE,18197,2023-07-04T00:00:00
3414,1,2,REGULAR,7356654,2022-05-03T00:00:00
3415,2,1,REGULAR,7168553,2023-12-03T00:00:00
3416,5,5,EXCELENTE,17514,2021-01-30T00:00:00
3417,5,4,EXCELENTE,18497,2022-03-31T00:00:00
3418,5,4,EXCELENTE,18057,2021-04-15T00:00:00
3419,4,3,MUY BUENO,17008,2023-08-25T00:00:00
3420,2,3,ACEPTABLE,8786012,2023-03-19T00:00:00
3421,1,2,REGULAR,16753,2022-02-17T00:00:00
3422,5,5,EXCELENTE,6909670,2022-09-18T00:00:00
3423,3,3,MUY BUENO,17475,2021-06-20T00:00:00
3424,1,1,DEFICIENTE,7356671,2022-05-13T00:00:00
3425,4,4,EXCELENTE,16941,2021-04-05T00:00:00
3426,4,3,MUY BUENO,17816,2021-02-07T00:00:00
3427,3,2,ACEPTABLE,9492866,2022-11-22T00:00:00
3428,2,2,ACEPTABLE,8799606,2021-01-25T00:00:00
3429,5,4,EXCELENTE,18289,2023-02-22T00:00:00
3430,3,2,ACEPTABLE,18303,2021-01-06T00:00:00
3431,5,4,EXCELENTE,17698,2021-06-20T00:00:00
3432,5,5,EXCELENTE,17802,2022-03-21T00:00:00
3433,1,1,DEFICIENTE,17748,2023-01-03T00:00:00
3434,5,4,EXCELENTE,18390,2023-12-16T00:00:00
3435,3,4,MUY BUENO,18253,2022-06-15T00:00:00
3436,1,1,DEFICIENTE,4986212,2021-03-10T00:00:00
3437,5,4,EXCELENTE,17929,2022-02-02T00:00:00
3438,3,3,MUY BUENO,17571,2021-04-25T00:00:00
3439,4,3,MUY BUENO,16859,2023-11-09T00:00:00
3440,2,3,ACEPTABLE,7127774,2021-12-26T00:00:00
3441,2,2,ACEPTABLE,5175231,2023-03-18T00:00:00
3442,3,3,MUY BUENO,8907324,2021-11-30T00:00:00
3443,2,3,ACEPTABLE,18322,2023-10-17T00:00:00
3444,3,2,ACEPTABLE,18049,2022-09-17T00:00:00
3445,2,2,ACEPTABLE,18189,2022-12-26T00:00:00
3446,3,2,ACEPTABLE,17931,2021-10-25T00:00:00
3447,4,4,EXCELENTE,17665,2022-05-29T00:00:00
3448,1,1,DEFICIENTE,18065,2021-01-23T00:00:00
3449,4,5,EXCELENTE,3568173,2023-01-01T00:00:00
3450,3,3,MUY BUENO,5653716,2021-02-21T00:00:00
3451,3,2,ACEPTABLE,3962563,2023-09-23T00:00:00
3452,5,5,EXCELENTE,7928105,2021-08-09T00:00:00
3453,3,3,MUY BUENO,17473,2023-05-07T00:00:00
3454,5,4,EXCELENTE,17045,2021-08-29T00:00:00
3455,5,5,EXCELENTE,18091,2021-04-19T00:00:00
3456,4,4,EXCELENTE,18586,2023-02-04T00:00:00
