ID,FECHA_REPORTE,TIPO_INCIDENTE,GRAVEDAD,AREA_RECREATIVA_ID
2534,2023-07-18T00:00:00,CAIDA,MEDIA,17433
2535,2022-04-24T00:00:00,DANO ESTRUCTURAL,BAJA,5272342
2536,2023-03-30T00:00:00,VANDALISMO,CRITICA,52152
2537,2020-10-23T00:00:00,CAIDA,ALTA,16913
2538,2021-04-02T00:00:00,DANO ESTRUCTURAL,CRITICA,4986142
2539,2021-02-07T00:00:00,CAIDA,BAJA,5237128
2540,2022-03-05T00:00:00,ACCIDENTE,MEDIA,17333
2541,2023-12-22T00:00:00,VANDALISMO,ALTA,17418
2542,2023-01-01T00:00:00,VANDALISMO,CRITICA,8907322
2543,2023-07-26T00:00:00,ROBO,ALTA,18278
2544,2022-06-02T00:00:00,VANDALISMO,CRITICA,17553
2545,2020-05-17T00:00:00,VANDALISMO,BAJA,5654059
2546,2023-12-25T00:00:00,DANO ESTRUCTURAL,CRITICA,3531286
2547,2022-02-19T00:00:00,CAIDA,CRITICA,17894
2548,2020-06-04T00:00:00,VANDALISMO,ALTA,8799547
2549,2023-08-26T00:00:00,CAIDA,BAJA,17746
2550,2020-10-07T00:00:00,DANO ESTRUCTURAL,MEDIA,17122
2551,2022-08-06T00:00:00,ROBO,CRITICA,18307
2552,2020-09-30T00:00:00,VANDALISMO,MEDIA,5654018
2553,2022-08-16T00:00:00,VANDALISMO,BAJA,17430
2554,2019-10-23T00:00:00,VANDALISMO,ALTA,17112
2555,2022-07-29T00:00:00,ROBO,MEDIA,5241178
2556,2022-10-24T00:00:00,CAIDA,CRITICA,18492
2557,2021-02-15T00:00:00,ROBO,MEDIA,18516
2558,2022-02-09T00:00:00,ROBO,BAJA,17275
2559,2020-09-24T00:00:00,CAIDA,CRITICA,18265
2560,2021-11-11T00:00:00,CAIDA,ALTA,9243145
2561,2021-05-18T00:00:00,ROBO,MEDIA,18606
2562,2022-10-07T00:00:00,DANO ESTRUCTURAL,BAJA,17915
2563,2023-06-29T00:00:00,CAIDA,MEDIA,17126
2564,2023-06-30T00:00:00,ROBO,CRITICA,17446
2565,2022-12-18T00:00:00,ROBO,MEDIA,4737835
2566,2021-05-28T00:00:00,ROBO,ALTA,17624
2567,2022-03-31T00:00:00,CAIDA,CRITICA,16724
2568,2022-07-18T00:00:00,ROBO,ALTA,17179
2569,2021-07-26T00:00:00,DANO ESTRUCTURAL,CRITICA,52204
2570,2020-09-09T00:00:00,ROBO,ALTA,17125
2571,2021-07-08T00:00:00,ACCIDENTE,CRITICA,17562
2572,2020-09-12T00:00:00,DANO ESTRUCTURAL,MEDIA,17284
2573,2019-11-09T00:00:00,VANDALISMO,CRITICA,5213822
2574,2022-09-03T00:00:00,ACCIDENTE,MEDIA,18259
2575,2020-05-12T00:00:00,DANO ESTRUCTURAL,MEDIA,18539
2576,2022-11-29T00:00:00,ACCIDENTE,CRITICA,16658
2577,2020-01-23T00:00:00,CAIDA,BAJA,16984
2578,2024-08-02T00:00:00,CAIDA,CRITICA,18585
2579,2022-12-26T00:00:00,DANO ESTRUCTURAL,BAJA,8799632
2580,2022-02-10T00:00:00,VANDALISMO,CRITICA,17284
2581,2020-03-24T00:00:00,ROBO,BAJA,3568959
2582,2022-11-29T00:00:00,VANDALISMO,BAJA,18151
2583,2023-10-25T00:00:00,VANDALISMO,BAJA,16738
2584,2024-05-15T00:00:00,ACCIDENTE,ALTA,16844
2585,2023-12-02T00:00:00,ROBO,ALTA,17473
2586,2019-12-15T00:00:00,ACCIDENTE,MEDIA,17345
2587,2023-01-29T00:00:00,ACCIDENTE,ALTA,7902175
2588,2020-05-06T00:00:00,DANO ESTRUCTURAL,ALTA,18557
2589,2023-01-24T00:00:00,VANDALISMO,BAJA,18414
2590,2023-05-29T00:00:00,VANDALISMO,ALTA,8799551
2591,2024-01-12T00:00:00,DANO ESTRUCTURAL,ALTA,17801
2592,2021-07-17T00:00:00,VANDALISMO,MEDIA,17658
2593,2020-08-12T00:00:00,DANO ESTRUCTURAL,MEDIA,17736
2594,2023-03-13T00:00:00,ACCIDENTE,MEDIA,16938
2595,2021-07-13T00:00:00,DANO ESTRUCTURAL,BAJA,7927289
2596,2023-12-23T00:00:00,VANDALISMO,CRITICA,5219934
2597,2019-04-12T00:00:00,DANO ESTRUCTURAL,BAJA,18111
2598,2023-02-03T00:00:00,DANO ESTRUCTURAL,BAJA,6819623
2599,2023-03-17T00:00:00,ACCIDENTE,MEDIA,17903
2600,2024-10-04T00:00:00,CAIDA,BAJA,17691
2601,2019-12-28T00:00:00,CAIDA,CRITICA,16849
2602,2020-05-15T00:00:00,DANO ESTRUCTURAL,CRITICA,17595
2603,2020-11-13T00:00:00,VANDALISMO,MEDIA,5195676
2604,2022-05-03T00:00:00,CAIDA,BAJA,7403980
2605,2022-09-08T00:00:00,ACCIDENTE,ALTA,18030
2606,2023-03-10T00:00:00,ROBO,MEDIA,17524
2607,2020-08-22T00:00:00,DANO ESTRUCTURAL,BAJA,5241174
2608,2023-06-26T00:00:00,CAIDA,ALTA,17099
2609,2021-02-26T00:00:00,ROBO,CRITICA,3573333
2610,2024-04-23T00:00:00,ROBO,CRITICA,16768
2611,2024-10-13T00:00:00,DANO ESTRUCTURAL,BAJA,17095
2612,2023-05-10T00:00:00,CAIDA,CRITICA,5219929
2613,2024-08-22T00:00:00,DANO ESTRUCTURAL,ALTA,4985689
2614,2023-01-06T00:00:00,ROBO,MEDIA,18288
2615,2024-08-07T00:00:00,CAIDA,BAJA,17959
2616,2021-12-26T00:00:00,ROBO,CRITICA,17087
2617,2023-12-20T00:00:00,VANDALISMO,BAJA,16954
2618,2024-05-24T00:00:00,DANO ESTRUCTURAL,BAJA,52211
2619,2021-08-19T00:00:00,VANDALISMO,ALTA,3569191
2620,2021-08-10T00:00:00,CAIDA,MEDIA,7126508
2621,2020-04-05T00:00:00,VANDALISMO,ALTA,52102
2622,2021-05-09T00:00:00,ACCIDENTE,CRITICA,17485
2623,2021-06-17T00:00:00,ROBO,MEDIA,16953
2624,2021-10-21T00:00:00,ROBO,ALTA,17304
2625,2023-04-23T00:00:00,ROBO,ALTA,17317
2626,2024-01-16T00:00:00,DANO ESTRUCTURAL,CRITICA,3971913
2627,2020-12-15T00:00:00,ACCIDENTE,ALTA,5653716
2628,2023-01-25T00:00:00,VANDALISMO,CRITICA,17845
2629,2021-09-18T00:00:00,CAIDA,MEDIA,5237108
2630,2024-03-23T00:00:00,ACCIDENTE,ALTA,17613
2631,2019-11-15T00:00:00,CAIDA,BAJA,3568959
2632,2021-01-23T00:00:00,CAIDA,BAJA,18576
2633,2024-01-31T00:00:00,DANO ESTRUCTURAL,ALTA,5219515
2634,2020-05-30T00:00:00,ACCIDENTE,BAJA,7862164
2635,2021-08-28T00:00:00,CAIDA,CRITICA,17731
2636,2024-05-18T00:00:00,DANO ESTRUCTURAL,MEDIA,18153
2637,2024-05-21T00:00:00,CAIDA,BAJA,17019
2638,2020-08-24T00:00:00,DANO ESTRUCTURAL,CRITICA,17449
2639,2021-10-06T00:00:00,DANO ESTRUCTURAL,ALTA,5653967
2640,2022-08-16T00:00:00,ACCIDENTE,ALTA,16744
2641,2023-03-13T00:00:00,ACCIDENTE,MEDIA,18277
2642,2024-03-14T00:00:00,ROBO,BAJA,18627
2643,2023-05-16T00:00:00,DANO ESTRUCTURAL,CRITICA,16867
2644,2020-01-10T00:00:00,ROBO,MEDIA,5219929
2645,2023-11-03T00:00:00,DANO ESTRUCTURAL,MEDIA,8775334
2646,2023-05-31T00:00:00,ACCIDENTE,MEDIA,17626
2647,2021-11-04T00:00:00,VANDALISMO,CRITICA,18327
2648,2021-08-08T00:00:00,DANO ESTRUCTURAL,ALTA,17176
2649,2023-03-18T00:00:00,VANDALISMO,ALTA,17626
2650,2024-08-02T00:00:00,ACCIDENTE,ALTA,52180
2651,2021-10-11T00:00:00,VANDALISMO,BAJA,17358
2652,2021-05-25T00:00:00,CAIDA,ALTA,17517
2653,2023-03-18T00:00:00,ROBO,ALTA,17967
2654,2022-04-11T00:00:00,DANO ESTRUCTURAL,MEDIA,18360
2655,2024-02-14T00:00:00,ROBO,ALTA,17795
2656,2024-07-06T00:00:00,ROBO,BAJA,16690
2657,2020-05-24T00:00:00,ACCIDENTE,MEDIA,8941726
2658,2021-10-20T00:00:00,ACCIDENTE,MEDIA,17395
2659,2021-06-30T00:00:00,VANDALISMO,MEDIA,17083
2660,2019-11-09T00:00:00,ACCIDENTE,BAJA,52902
2661,2022-12-25T00:00:00,DANO ESTRUCTURAL,MEDIA,17965
2662,2023-09-14T00:00:00,CAIDA,MEDIA,18225
2663,2023-09-02T00:00:00,ROBO,ALTA,52078
2664,2023-02-21T00:00:00,DANO ESTRUCTURAL,ALTA,18640
2665,2023-10-31T00:00:00,ACCIDENTE,MEDIA,17313
2666,2024-04-20T00:00:00,ROBO,BAJA,17106
2667,2022-08-04T00:00:00,DANO ESTRUCTURAL,ALTA,17499
2668,2023-07-12T00:00:00,VANDALISMO,ALTA,18029
2669,2023-05-18T00:00:00,ROBO,ALTA,18311
2670,2023-02-19T00:00:00,ACCIDENTE,CRITICA,17899
2671,2022-08-04T00:00:00,ROBO,ALTA,18248
2672,2020-07-16T00:00:00,ROBO,MEDIA,17578
2673,2021-05-21T00:00:00,ACCIDENTE,CRITICA,18369
2674,2023-11-01T00:00:00,ROBO,MEDIA,18053
2675,2024-01-09T00:00:00,ACCIDENTE,ALTA,18219
2676,2022-03-17T00:00:00,CAIDA,ALTA,16721
2677,2020-02-22T00:00:00,DANO ESTRUCTURAL,BAJA,5241186
2678,2019-12-13T00:00:00,DANO ESTRUCTURAL,MEDIA,17475
2679,2021-08-01T00:00:00,DANO ESTRUCTURAL,MEDIA,18248
2680,2023-09-07T00:00:00,ROBO,MEDIA,17534
2681,2023-04-12T00:00:00,DANO ESTRUCTURAL,BAJA,7126156
2682,2023-02-01T00:00:00,VANDALISMO,BAJA,17847
2683,2022-08-10T00:00:00,VANDALISMO,MEDIA,52153
2684,2024-02-11T00:00:00,ROBO,BAJA,7168553
2685,2019-10-29T00:00:00,ACCIDENTE,CRITICA,18291
2686,2021-12-13T00:00:00,DANO ESTRUCTURAL,ALTA,5653899
2687,2023-07-13T00:00:00,ROBO,MEDIA,17939
2688,2024-09-06T00:00:00,VANDALISMO,ALTA,18201
2689,2021-09-08T00:00:00,CAIDA,MEDIA,17485
2690,2020-04-03T00:00:00,ACCIDENTE,CRITICA,17135
2691,2022-05-26T00:00:00,DANO ESTRUCTURAL,ALTA,17078
2692,2022-06-30T00:00:00,ACCIDENTE,BAJA,52165
2693,2021-07-14T00:00:00,VANDALISMO,ALTA,18340
2694,2021-11-05T00:00:00,DANO ESTRUCTURAL,CRITICA,7882656
2695,2021-03-12T00:00:00,ACCIDENTE,MEDIA,52106
2696,2022-10-20T00:00:00,ROBO,BAJA,5219933
2697,2021-07-05T00:00:00,ROBO,MEDIA,16904
2698,2023-10-13T00:00:00,VANDALISMO,MEDIA,8799942
2699,2021-10-25T00:00:00,CAIDA,CRITICA,17020
2700,2022-12-20T00:00:00,ACCIDENTE,BAJA,18005
2701,2019-10-26T00:00:00,CAIDA,MEDIA,17699
2702,2021-11-14T00:00:00,ROBO,ALTA,5237128
2703,2020-05-29T00:00:00,ACCIDENTE,ALTA,18147
2704,2020-01-26T00:00:00,ACCIDENTE,ALTA,17058
2705,2021-01-23T00:00:00,CAIDA,ALTA,52149
2706,2022-09-01T00:00:00,VANDALISMO,CRITICA,17591
2707,2021-03-22T00:00:00,ACCIDENTE,MEDIA,5237130
2708,2022-04-09T00:00:00,DANO ESTRUCTURAL,BAJA,18053
2709,2021-07-31T00:00:00,ROBO,MEDIA,17980
2710,2020-02-23T00:00:00,VANDALISMO,CRITICA,18264
2711,2021-02-19T00:00:00,DANO ESTRUCTURAL,MEDIA,17954
2712,2020-08-24T00:00:00,VANDALISMO,ALTA,16792
2713,2021-08-14T00:00:00,CAIDA,ALTA,17162
2714,2020-06-11T00:00:00,ROBO,ALTA,5209024
2715,2022-02-27T00:00:00,DANO ESTRUCTURAL,CRITICA,17505
2716,2020-01-13T00:00:00,CAIDA,MEDIA,17196
2717,2020-07-17T00:00:00,CAIDA,BAJA,7862164
2718,2023-07-15T00:00:00,ROBO,ALTA,16784
2719,2023-12-25T00:00:00,ROBO,MEDIA,17072
2720,2024-06-29T00:00:00,VANDALISMO,ALTA,8799540
2721,2020-01-26T00:00:00,ACCIDENTE,BAJA,5195568
2722,2020-08-17T00:00:00,ACCIDENTE,BAJA,52126
2723,2024-05-01T00:00:00,CAIDA,ALTA,17337
2724,2020-09-15T00:00:00,VANDALISMO,CRITICA,17032
2725,2022-10-16T00:00:00,ACCIDENTE,CRITICA,17724
2726,2021-04-20T00:00:00,DANO ESTRUCTURAL,BAJA,17309
2727,2024-03-25T00:00:00,ACCIDENTE,CRITICA,7889423
2728,2024-01-14T00:00:00,DANO ESTRUCTURAL,CRITICA,16664
2729,2022-06-17T00:00:00,DANO ESTRUCTURAL,ALTA,5178801
2730,2021-10-29T00:00:00,ROBO,ALTA,16665
2731,2022-07-23T00:00:00,DANO ESTRUCTURAL,MEDIA,17574
2732,2024-08-21T00:00:00,DANO ESTRUCTURAL,MEDIA,18447
2733,2023-04-09T00:00:00,VANDALISMO,CRITICA,17866
2734,2020-02-26T00:00:00,CAIDA,ALTA,16953
2735,2020-09-11T00:00:00,ACCIDENTE,ALTA,52084
2736,2021-04-18T00:00:00,CAIDA,MEDIA,5219924
2737,2020-02-06T00:00:00,ROBO,ALTA,52170
2738,2020-03-18T00:00:00,VANDALISMO,BAJA,52216
2739,2021-07-20T00:00:00,ACCIDENTE,ALTA,17035
2740,2021-11-21T00:00:00,CAIDA,ALTA,17396
2741,2021-12-15T00:00:00,ROBO,BAJA,17676
2742,2024-01-16T00:00:00,VANDALISMO,BAJA,17664
2743,2021-09-15T00:00:00,ROBO,MEDIA,18090
2744,2020-05-26T00:00:00,VANDALISMO,CRITICA,52223
2745,2023-05-24T00:00:00,DANO ESTRUCTURAL,ALTA,461183
2746,2020-06-15T00:00:00,CAIDA,ALTA,17039
2747,2020-06-21T00:00:00,ROBO,ALTA,4794404
2748,2023-03-27T00:00:00,ROBO,CRITICA,7180264
2749,2023-01-02T00:00:00,VANDALISMO,BAJA,7403980
2750,2023-12-12T00:00:00,ACCIDENTE,BAJA,17593
2751,2020-06-28T00:00:00,CAIDA,MEDIA,18092
2752,2020-04-24T00:00:00,ACCIDENTE,BAJA,8799531
2753,2022-10-26T00:00:00,CAIDA,ALTA,16815
2754,2020-04-14T00:00:00,DANO ESTRUCTURAL,CRITICA,5075332
2755,2024-08-27T00:00:00,DANO ESTRUCTURAL,CRITICA,4749889
2756,2024-01-14T00:00:00,VANDALISMO,ALTA,3573208
2757,2020-02-23T00:00:00,CAIDA,BAJA,17529
2758,2022-05-29T00:00:00,ACCIDENTE,CRITICA,16970
2759,2021-06-08T00:00:00,CAIDA,BAJA,17813
2760,2022-03-14T00:00:00,ROBO,CRITICA,18139
2761,2023-12-12T00:00:00,DANO ESTRUCTURAL,ALTA,52058
2762,2020-12-08T00:00:00,ROBO,CRITICA,9177985
2763,2019-11-27T00:00:00,VANDALISMO,MEDIA,17434
2764,2021-08-06T00:00:00,ROBO,MEDIA,8785504
2765,2020-09-12T00:00:00,DANO ESTRUCTURAL,CRITICA,17033
2766,2022-09-17T00:00:00,CAIDA,CRITICA,16711
2767,2021-02-01T00:00:00,CAIDA,CRITICA,17875
2768,2023-12-21T00:00:00,DANO ESTRUCTURAL,MEDIA,52075
2769,2021-09-26T00:00:00,DANO ESTRUCTURAL,MEDIA,17042
2770,2023-08-20T00:00:00,ROBO,ALTA,18000
2771,2022-08-30T00:00:00,DANO ESTRUCTURAL,MEDIA,52197
2772,2022-09-02T00:00:00,DANO ESTRUCTURAL,BAJA,3573053
2773,2023-06-06T00:00:00,ACCIDENTE,BAJA,17774
2774,2020-02-16T00:00:00,CAIDA,MEDIA,5219930
2775,2021-03-11T00:00:00,VANDALISMO,MEDIA,16855
2776,2022-05-08T00:00:00,ACCIDENTE,CRITICA,16836
2777,2020-01-10T00:00:00,VANDALISMO,CRITICA,17552
2778,2022-06-01T00:00:00,CAIDA,CRITICA,7280401
2779,2022-01-17T00:00:00,ACCIDENTE,ALTA,18151
2780,2024-07-14T00:00:00,ACCIDENTE,MEDIA,3531284
2781,2024-10-08T00:00:00,ACCIDENTE,MEDIA,18143
2782,2024-04-06T00:00:00,ACCIDENTE,BAJA,17623
2783,2020-08-29T00:00:00,ROBO,BAJA,5219515
2784,2023-09-07T00:00:00,DANO ESTRUCTURAL,CRITICA,18530
2785,2023-06-27T00:00:00,CAIDA,ALTA,52119
2786,2022-01-24T00:00:00,VANDALISMO,CRITICA,5237137
2787,2020-05-02T00:00:00,CAIDA,CRITICA,16822
2788,2024-01-17T00:00:00,VANDALISMO,CRITICA,17278
2789,2022-12-28T00:00:00,VANDALISMO,CRITICA,18080
2790,2024-03-20T00:00:00,DANO ESTRUCTURAL,ALTA,17386
2791,2022-04-25T00:00:00,ROBO,MEDIA,8907322
2792,2022-03-18T00:00:00,ACCIDENTE,MEDIA,18534
2793,2023-12-03T00:00:00,ACCIDENTE,ALTA,18284
2794,2024-01-25T00:00:00,ACCIDENTE,MEDIA,17956
2795,2024-05-06T00:00:00,VANDALISMO,MEDIA,5241171
2796,2024-06-04T00:00:00,ACCIDENTE,CRITICA,52226
2797,2022-04-23T00:00:00,ACCIDENTE,MEDIA,18130
2798,2020-08-01T00:00:00,CAIDA,ALTA,52120
2799,2022-05-01T00:00:00,VANDALISMO,CRITICA,17217
2800,2023-12-12T00:00:00,CAIDA,CRITICA,17731
2801,2023-08-08T00:00:00,DANO ESTRUCTURAL,CRITICA,18556
2802,2023-05-11T00:00:00,DANO ESTRUCTURAL,MEDIA,17130
2803,2022-10-13T00:00:00,ROBO,ALTA,18239
2804,2023-07-08T00:00:00,ROBO,ALTA,18179
2805,2023-01-25T00:00:00,CAIDA,CRITICA,4730886
2806,2019-11-22T00:00:00,ACCIDENTE,CRITICA,17025
2807,2024-09-16T00:00:00,DANO ESTRUCTURAL,CRITICA,18242
2808,2023-11-24T00:00:00,CAIDA,MEDIA,6819626
2809,2023-08-18T00:00:00,ROBO,BAJA,5213821
2810,2024-07-05T00:00:00,VANDALISMO,BAJA,18508
2811,2023-04-09T00:00:00,ACCIDENTE,BAJA,8799601
2812,2022-12-26T00:00:00,ACCIDENTE,BAJA,18048
2813,2023-10-14T00:00:00,VANDALISMO,ALTA,16774
2814,2023-10-25T00:00:00,ACCIDENTE,BAJA,17163
2815,2022-06-11T00:00:00,ACCIDENTE,MEDIA,17038
2816,2021-05-13T00:00:00,ACCIDENTE,BAJA,16792
2817,2020-06-24T00:00:00,VANDALISMO,MEDIA,52177
2818,2023-07-01T00:00:00,CAIDA,MEDIA,16978
2819,2021-11-03T00:00:00,ACCIDENTE,CRITICA,7908048
2820,2020-09-29T00:00:00,ACCIDENTE,CRITICA,17955
2821,2024-06-15T00:00:00,DANO ESTRUCTURAL,MEDIA,6819617
2822,2020-08-29T00:00:00,ROBO,ALTA,18450
2823,2022-09-15T00:00:00,ACCIDENTE,MEDIA,9049653
2824,2024-01-22T00:00:00,DANO ESTRUCTURAL,ALTA,5219933
2825,2023-03-28T00:00:00,DANO ESTRUCTURAL,MEDIA,16882
2826,2024-06-20T00:00:00,DANO ESTRUCTURAL,CRITICA,17925
2827,2022-04-26T00:00:00,VANDALISMO,CRITICA,16843
2828,2024-08-25T00:00:00,ACCIDENTE,CRITICA,17491
2829,2020-11-18T00:00:00,DANO ESTRUCTURAL,CRITICA,18210
2830,2021-02-18T00:00:00,VANDALISMO,ALTA,3573016
2831,2023-04-06T00:00:00,CAIDA,ALTA,52148
2832,2023-04-26T00:00:00,ROBO,BAJA,9293991
2833,2021-03-15T00:00:00,ROBO,MEDIA,3740788
2834,2022-04-20T00:00:00,DANO ESTRUCTURAL,BAJA,17340
2835,2021-06-05T00:00:00,ROBO,CRITICA,18280
2836,2020-02-23T00:00:00,VANDALISMO,CRITICA,18572
2837,2024-06-30T00:00:00,ACCIDENTE,ALTA,16892
2838,2022-08-26T00:00:00,CAIDA,BAJA,5237124
2839,2023-10-04T00:00:00,VANDALISMO,CRITICA,52170
2840,2024-01-11T00:00:00,VANDALISMO,BAJA,8907322
2841,2022-06-06T00:00:00,ACCIDENTE,BAJA,17330
2842,2021-01-20T00:00:00,CAIDA,MEDIA,16923
2843,2021-03-27T00:00:00,ROBO,BAJA,17544
2844,2020-03-30T00:00:00,CAIDA,BAJA,18007
2845,2022-05-31T00:00:00,ACCIDENTE,MEDIA,17536
2846,2024-06-01T00:00:00,VANDALISMO,MEDIA,17547
2847,2022-06-01T00:00:00,DANO ESTRUCTURAL,ALTA,18444
2848,2024-06-12T00:00:00,VANDALISMO,ALTA,18325
2849,2023-01-04T00:00:00,VANDALISMO,CRITICA,7247843
2850,2024-07-05T00:00:00,CAIDA,BAJA,17892
2851,2024-04-16T00:00:00,ACCIDENTE,ALTA,17507
2852,2024-07-10T00:00:00,ACCIDENTE,BAJA,52169
2853,2020-04-10T00:00:00,ACCIDENTE,CRITICA,17484
2854,2024-07-17T00:00:00,DANO ESTRUCTURAL,MEDIA,16886
2855,2022-10-25T00:00:00,DANO ESTRUCTURAL,BAJA,16882
2856,2023-02-14T00:00:00,VANDALISMO,BAJA,7247843
2857,2023-12-28T00:00:00,ACCIDENTE,BAJA,17090
2858,2021-06-07T00:00:00,ACCIDENTE,CRITICA,7595815
2859,2022-02-19T00:00:00,DANO ESTRUCTURAL,CRITICA,17473
2860,2021-05-20T00:00:00,ROBO,ALTA,4749895
2861,2021-10-30T00:00:00,VANDALISMO,CRITICA,17366
2862,2022-05-12T00:00:00,CAIDA,BAJA,52185
2863,2020-12-09T00:00:00,ACCIDENTE,CRITICA,16975
2864,2022-02-25T00:00:00,ACCIDENTE,CRITICA,7895078
2865,2022-05-24T00:00:00,ACCIDENTE,BAJA,17547
2866,2022-06-01T00:00:00,VANDALISMO,CRITICA,5237138
2867,2020-08-27T00:00:00,VANDALISMO,CRITICA,3740788
2868,2024-01-17T00:00:00,ACCIDENTE,MEDIA,18073
2869,2022-07-09T00:00:00,ACCIDENTE,BAJA,18422
2870,2021-08-04T00:00:00,ACCIDENTE,ALTA,52074
2871,2021-11-06T00:00:00,ACCIDENTE,ALTA,5237134
2872,2020-06-13T00:00:00,VANDALISMO,BAJA,16841
2873,2020-08-15T00:00:00,ROBO,ALTA,7802522
2874,2023-02-11T00:00:00,DANO ESTRUCTURAL,ALTA,18590
2875,2023-09-02T00:00:00,ACCIDENTE,MEDIA,18135
2876,2020-08-23T00:00:00,DANO ESTRUCTURAL,CRITICA,18093
2877,2020-09-20T00:00:00,ACCIDENTE,MEDIA,18526
2878,2020-02-02T00:00:00,DANO ESTRUCTURAL,CRITICA,18116
2879,2022-09-13T00:00:00,DANO ESTRUCTURAL,CRITICA,18398
2880,2023-12-07T00:00:00,DANO ESTRUCTURAL,MEDIA,17802
2881,2020-10-09T00:00:00,ACCIDENTE,CRITICA,18569
2882,2020-10-08T00:00:00,ACCIDENTE,CRITICA,18604
2883,2020-07-16T00:00:00,DANO ESTRUCTURAL,CRITICA,5241177
2884,2020-11-10T00:00:00,VANDALISMO,CRITICA,7356676
2885,2020-07-15T00:00:00,DANO ESTRUCTURAL,CRITICA,17503
2886,2021-04-20T00:00:00,ACCIDENTE,BAJA,17033
2887,2023-08-03T00:00:00,ROBO,MEDIA,17746
2888,2020-03-05T00:00:00,DANO ESTRUCTURAL,BAJA,18598
2889,2019-11-21T00:00:00,ACCIDENTE,CRITICA,18146
2890,2020-12-29T00:00:00,VANDALISMO,MEDIA,18321
2891,2023-01-30T00:00:00,VANDALISMO,ALTA,18175
2892,2024-07-13T00:00:00,ACCIDENTE,ALTA,4749896
2893,2020-06-22T00:00:00,CAIDA,ALTA,18044
2894,2022-10-17T00:00:00,DANO ESTRUCTURAL,BAJA,18372
2895,2021-09-16T00:00:00,ROBO,BAJA,18131
2896,2022-05-28T00:00:00,DANO ESTRUCTURAL,MEDIA,18316
2897,2023-04-25T00:00:00,VANDALISMO,CRITICA,17707
2898,2022-10-14T00:00:00,VANDALISMO,CRITICA,461179
2899,2021-09-10T00:00:00,DANO ESTRUCTURAL,CRITICA,17953
2900,2024-06-28T00:00:00,DANO ESTRUCTURAL,MEDIA,17874
2901,2024-01-25T00:00:00,CAIDA,ALTA,461342
2902,2023-02-08T00:00:00,DANO ESTRUCTURAL,CRITICA,17809
2903,2021-02-21T00:00:00,ACCIDENTE,ALTA,17272
2904,2021-12-18T00:00:00,CAIDA,BAJA,18255
2905,2019-10-27T00:00:00,DANO ESTRUCTURAL,CRITICA,17611
2906,2020-04-14T00:00:00,ROBO,MEDIA,17129
2907,2021-11-11T00:00:00,CAIDA,BAJA,8775337
2908,2022-10-21T00:00:00,VANDALISMO,MEDIA,3568306
2909,2024-04-28T00:00:00,ACCIDENTE,MEDIA,17756
2910,2021-04-27T00:00:00,ROBO,MEDIA,7897950
2911,2022-05-03T00:00:00,DANO ESTRUCTURAL,ALTA,7144128
2912,2024-02-02T00:00:00,ACCIDENTE,MEDIA,16902
2913,2023-08-28T00:00:00,CAIDA,ALTA,3569222
2914,2022-06-28T00:00:00,CAIDA,MEDIA,18140
2915,2022-07-20T00:00:00,VANDALISMO,BAJA,18155
2916,2021-05-26T00:00:00,VANDALISMO,CRITICA,461341
2917,2022-10-07T00:00:00,DANO ESTRUCTURAL,ALTA,18539
2918,2020-11-07T00:00:00,CAIDA,ALTA,5213832
2919,2023-02-01T00:00:00,ROBO,CRITICA,4749888
2920,2021-05-25T00:00:00,ACCIDENTE,CRITICA,52165
2921,2021-10-27T00:00:00,ROBO,BAJA,16835
2922,2023-08-07T00:00:00,ROBO,ALTA,18070
2923,2024-08-24T00:00:00,ROBO,ALTA,4730835
2924,2024-07-21T00:00:00,DANO ESTRUCTURAL,ALTA,17926
2925,2024-01-08T00:00:00,VANDALISMO,MEDIA,17730
2926,2023-03-17T00:00:00,ACCIDENTE,MEDIA,5209117
2927,2024-05-19T00:00:00,ROBO,MEDIA,18377
2928,2022-03-25T00:00:00,DANO ESTRUCTURAL,CRITICA,18586
2929,2023-07-14T00:00:00,CAIDA,CRITICA,451351
2930,2022-10-29T00:00:00,VANDALISMO,BAJA,18468
2931,2023-05-07T00:00:00,CAIDA,ALTA,17371
2932,2023-10-22T00:00:00,ACCIDENTE,ALTA,17852
2933,2022-03-14T00:00:00,CAIDA,CRITICA,18048
2934,2023-09-27T00:00:00,ACCIDENTE,ALTA,18345
2935,2023-12-02T00:00:00,ROBO,CRITICA,17586
2936,2023-04-24T00:00:00,VANDALISMO,ALTA,9180738
2937,2023-01-17T00:00:00,ROBO,BAJA,16728
2938,2020-08-01T00:00:00,VANDALISMO,MEDIA,5178865
2939,2021-03-14T00:00:00,ACCIDENTE,ALTA,18189
2940,2022-03-23T00:00:00,ROBO,CRITICA,461341
2941,2022-05-02T00:00:00,DANO ESTRUCTURAL,MEDIA,9424150
2942,2024-10-14T00:00:00,CAIDA,ALTA,5218564
2943,2021-12-05T00:00:00,CAIDA,MEDIA,17204
2944,2023-06-06T00:00:00,DANO ESTRUCTURAL,MEDIA,16837
2945,2023-11-28T00:00:00,DANO ESTRUCTURAL,ALTA,17957
2946,2022-10-23T00:00:00,DANO ESTRUCTURAL,CRITICA,18142
2947,2021-01-06T00:00:00,ROBO,BAJA,17653
2948,2023-06-14T00:00:00,DANO ESTRUCTURAL,CRITICA,16921
2949,2021-11-18T00:00:00,DANO ESTRUCTURAL,BAJA,17736
